customer_id,signup_date,plan,monthly_price,apps_used,monthly_logins,support_tickets,seats,company_size,industry,country,tenure_months,churned,churn_month,upsell_flag
ZHO-04222,2022-05-21,Professional,35,4,11,1,11,11-50,Consulting,India,36,0,,1
ZHO-04223,2022-01-17,Standard,20,1,5,0,3,1-10,Healthcare,United States,41,1,18.0,0
ZHO-04224,2024-12-22,Enterprise,50,4,21,5,27,11-50,Manufacturing,India,5,0,,1
ZHO-04225,2022-09-10,Professional,35,2,20,0,8,500+,Consulting,Australia,33,0,,0
ZHO-04226,2023-04-10,Standard,20,1,13,2,3,51-200,Finance,India,26,0,,0
ZHO-04227,2023-01-11,Enterprise,50,4,16,6,49,1-10,Manufacturing,United Kingdom,29,0,,1
ZHO-04228,2024-09-07,Professional,35,4,28,2,13,500+,Technology,India,8,0,,1
ZHO-04229,2023-06-04,Professional,35,4,10,0,14,500+,Manufacturing,Australia,24,0,,1
ZHO-04230,2022-03-31,Professional,35,3,21,1,8,1-10,Consulting,Germany,38,0,,0
ZHO-04231,2023-12-21,Free,0,1,2,0,2,201-500,Healthcare,Canada,17,1,5.0,0
ZHO-04232,2024-03-14,Professional,35,3,10,0,10,201-500,Consulting,United States,14,0,,0
ZHO-04233,2024-03-06,Standard,20,2,6,0,1,1-10,Finance,India,15,0,,0
ZHO-04234,2023-09-22,Zoho One,105,16,42,0,28,51-200,Manufacturing,United States,20,0,,0
ZHO-04235,2022-03-17,Enterprise,50,5,27,2,42,11-50,Finance,United States,39,0,,1
ZHO-04236,2024-07-14,Professional,35,2,18,2,4,51-200,Education,Singapore,10,0,,0
ZHO-04237,2023-02-04,Standard,20,2,5,0,2,201-500,Real Estate,United States,28,0,,0
ZHO-04238,2024-08-27,Standard,20,2,5,1,4,11-50,Manufacturing,United States,9,1,4.0,0
ZHO-04239,2024-12-30,Standard,20,1,5,1,3,11-50,Education,Australia,5,0,,0
ZHO-04240,2024-03-07,Professional,35,3,14,0,6,201-500,Healthcare,United States,15,0,,0
ZHO-04241,2022-07-14,Standard,20,2,8,0,4,500+,Education,United States,35,1,8.0,0
ZHO-04242,2022-08-16,Professional,35,3,10,0,6,1-10,Finance,India,34,0,,0
ZHO-04243,2023-04-06,Standard,20,2,9,5,1,201-500,Finance,India,26,1,6.0,0
ZHO-04244,2023-09-10,Zoho One,105,12,72,3,86,1-10,Education,United Kingdom,21,0,,0
ZHO-04245,2024-11-10,Free,0,1,2,1,2,11-50,Real Estate,Canada,6,0,,0
ZHO-04246,2022-03-05,Zoho One,105,10,33,4,37,51-200,Technology,United States,39,0,,0
ZHO-04247,2022-06-14,Zoho One,105,9,47,5,78,51-200,Education,United States,36,0,,0
ZHO-04248,2022-01-27,Professional,35,4,12,1,11,51-200,Technology,India,40,1,8.0,0
ZHO-04249,2024-10-08,Enterprise,50,3,26,3,34,1-10,Real Estate,United States,7,0,,1
ZHO-04250,2022-10-12,Standard,20,1,6,1,1,1-10,Education,India,32,0,,0
ZHO-04251,2022-10-08,Professional,35,4,26,3,4,201-500,Finance,Australia,32,0,,1
ZHO-04252,2024-04-17,Standard,20,1,9,0,2,1-10,Manufacturing,United States,13,1,1.0,0
ZHO-04253,2024-04-10,Standard,20,2,7,0,1,1-10,Consulting,United States,13,1,5.0,0
ZHO-04254,2024-07-06,Professional,35,4,12,2,7,51-200,Finance,India,11,0,,0
ZHO-04255,2022-08-12,Professional,35,4,13,1,4,11-50,Education,United States,34,0,,0
ZHO-04256,2024-02-23,Professional,35,3,23,2,12,11-50,Retail,India,15,0,,1
ZHO-04257,2024-08-22,Standard,20,2,4,0,3,1-10,Technology,United States,9,1,4.0,0
ZHO-04258,2024-08-07,Standard,20,2,6,0,1,201-500,Retail,United States,9,1,2.0,0
ZHO-04259,2024-11-19,Free,0,1,2,0,1,500+,Finance,United States,6,1,1.0,0
ZHO-04260,2022-02-14,Free,0,1,3,0,2,1-10,Real Estate,India,40,1,18.0,0
ZHO-04261,2023-04-16,Standard,20,1,7,0,1,11-50,Technology,Canada,25,1,12.0,0
ZHO-04262,2022-02-03,Free,0,1,1,0,2,1-10,Consulting,United States,40,1,12.0,0
ZHO-04263,2023-10-15,Free,0,1,3,1,2,51-200,Manufacturing,United States,19,1,6.0,0
ZHO-04264,2024-04-09,Enterprise,50,3,20,1,31,11-50,Consulting,United States,13,0,,1
ZHO-04265,2022-08-09,Free,0,1,2,0,1,51-200,Consulting,United States,34,1,17.0,0
ZHO-04266,2023-06-18,Professional,35,3,19,2,14,11-50,Consulting,United States,23,0,,1
ZHO-04267,2023-11-23,Standard,20,2,11,0,1,11-50,Real Estate,Canada,18,0,,0
ZHO-04268,2024-07-20,Enterprise,50,7,22,4,30,201-500,Education,Canada,10,0,,1
ZHO-04269,2024-04-20,Professional,35,4,17,0,11,11-50,Technology,United States,13,1,4.0,0
ZHO-04270,2024-10-07,Standard,20,2,2,1,1,51-200,Technology,United States,7,1,1.0,0
ZHO-04271,2023-08-05,Professional,35,4,13,1,13,11-50,Real Estate,India,22,0,,1
ZHO-04272,2022-08-27,Standard,20,1,11,2,1,1-10,Healthcare,India,33,0,,0
ZHO-04273,2023-03-17,Professional,35,4,13,1,10,11-50,Manufacturing,United States,26,0,,1
ZHO-04274,2022-05-28,Free,0,1,2,0,2,11-50,Technology,Germany,36,1,5.0,0
ZHO-04275,2024-10-29,Zoho One,105,16,74,2,31,11-50,Manufacturing,United States,7,0,,0
ZHO-04276,2023-01-23,Standard,20,1,14,0,4,51-200,Finance,United Kingdom,28,1,5.0,0
ZHO-04277,2024-12-09,Standard,20,1,9,0,1,11-50,Manufacturing,India,5,0,,0
ZHO-04278,2024-07-04,Enterprise,50,6,32,4,38,201-500,Retail,United States,11,0,,1
ZHO-04279,2023-09-30,Standard,20,2,1,0,3,11-50,Consulting,United States,20,0,,0
ZHO-04280,2022-10-05,Enterprise,50,4,15,2,19,1-10,Consulting,Australia,32,0,,1
ZHO-04281,2024-09-15,Professional,35,2,12,0,10,1-10,Retail,India,8,0,,0
ZHO-04282,2023-08-12,Enterprise,50,7,21,2,43,201-500,Manufacturing,United States,21,0,,1
ZHO-04283,2023-10-11,Free,0,1,2,0,2,1-10,Education,Germany,19,1,9.0,0
ZHO-04284,2023-09-10,Enterprise,50,4,1,3,49,1-10,Healthcare,Germany,21,1,10.0,0
ZHO-04285,2022-05-15,Enterprise,50,3,24,1,40,1-10,Consulting,Canada,37,0,,1
ZHO-04286,2023-08-03,Standard,20,1,10,0,2,11-50,Retail,United States,22,1,9.0,0
ZHO-04287,2023-05-05,Free,0,1,5,0,1,11-50,Real Estate,UAE,25,1,9.0,0
ZHO-04288,2023-04-23,Standard,20,1,5,2,4,1-10,Retail,Australia,25,0,,0
ZHO-04289,2023-01-19,Zoho One,105,14,29,3,99,11-50,Technology,Canada,28,0,,0
ZHO-04290,2022-06-12,Standard,20,2,1,1,1,11-50,Manufacturing,UAE,36,0,,0
ZHO-04291,2023-03-17,Professional,35,3,13,2,12,51-200,Finance,UAE,26,1,8.0,0
ZHO-04292,2023-02-19,Free,0,1,4,1,1,51-200,Manufacturing,India,27,1,9.0,0
ZHO-04293,2022-10-15,Standard,20,2,7,0,1,51-200,Manufacturing,India,32,0,,0
ZHO-04294,2022-07-06,Professional,35,3,27,0,12,11-50,Finance,United Kingdom,35,0,,1
ZHO-04295,2022-05-10,Zoho One,105,10,36,3,58,1-10,Education,United States,37,0,,0
ZHO-04296,2022-07-13,Professional,35,2,15,0,3,51-200,Finance,India,35,0,,0
ZHO-04297,2022-11-12,Enterprise,50,6,12,2,49,11-50,Retail,United Kingdom,31,0,,1
ZHO-04298,2022-05-24,Professional,35,4,17,1,11,11-50,Technology,India,36,0,,1
ZHO-04299,2022-01-16,Free,0,1,1,0,1,201-500,Finance,India,41,1,11.0,0
ZHO-04300,2023-02-27,Standard,20,1,10,1,4,500+,Healthcare,United States,27,1,3.0,0
ZHO-04301,2022-09-02,Professional,35,2,19,1,3,201-500,Healthcare,India,33,0,,0
ZHO-04302,2024-07-15,Zoho One,105,12,60,0,64,500+,Healthcare,United Kingdom,10,0,,0
ZHO-04303,2022-05-09,Enterprise,50,4,13,0,31,201-500,Finance,UAE,37,0,,1
ZHO-04304,2024-06-25,Standard,20,1,9,1,1,51-200,Technology,United Kingdom,11,0,,0
ZHO-04305,2024-06-05,Standard,20,2,10,1,1,1-10,Finance,United Kingdom,12,0,,0
ZHO-04306,2022-12-07,Standard,20,1,9,1,3,500+,Retail,India,30,1,3.0,0
ZHO-04307,2022-01-04,Zoho One,105,16,30,0,91,201-500,Finance,United States,41,0,,0
ZHO-04308,2022-11-02,Enterprise,50,5,3,1,29,1-10,Real Estate,Canada,31,0,,1
ZHO-04309,2024-06-26,Enterprise,50,7,26,4,30,11-50,Real Estate,United Kingdom,11,0,,1
ZHO-04310,2023-08-30,Standard,20,2,8,0,3,1-10,Manufacturing,India,21,0,,0
ZHO-04311,2024-09-18,Professional,35,4,12,2,12,500+,Consulting,Canada,8,1,1.0,0
ZHO-04312,2022-11-17,Professional,35,4,20,0,7,11-50,Healthcare,Singapore,30,0,,1
ZHO-04313,2023-07-13,Standard,20,2,8,2,1,1-10,Consulting,India,22,0,,0
ZHO-04314,2023-09-10,Professional,35,2,7,2,4,1-10,Healthcare,India,21,0,,0
ZHO-04315,2023-12-12,Free,0,1,1,0,1,500+,Manufacturing,India,17,0,,0
ZHO-04316,2023-06-15,Free,0,1,2,0,2,11-50,Technology,India,23,1,2.0,0
ZHO-04317,2023-02-14,Enterprise,50,5,41,1,19,11-50,Education,Germany,27,0,,1
ZHO-04318,2024-03-28,Enterprise,50,7,29,2,11,11-50,Healthcare,UAE,14,0,,1
ZHO-04319,2023-05-08,Standard,20,1,9,1,3,1-10,Healthcare,United States,25,1,8.0,0
ZHO-04320,2022-01-12,Professional,35,4,14,1,11,1-10,Consulting,Australia,41,0,,1
ZHO-04321,2022-07-14,Standard,20,2,8,0,3,11-50,Education,United Kingdom,35,1,2.0,0
ZHO-04322,2023-05-05,Enterprise,50,3,30,3,43,11-50,Finance,United States,25,0,,1
ZHO-04323,2024-03-05,Enterprise,50,6,19,3,16,11-50,Healthcare,United States,15,0,,1
ZHO-04324,2024-05-30,Enterprise,50,4,26,4,37,11-50,Technology,Canada,12,0,,1
ZHO-04325,2022-07-01,Enterprise,50,7,20,2,18,1-10,Consulting,Australia,35,0,,1
ZHO-04326,2024-08-19,Standard,20,2,15,1,3,201-500,Real Estate,India,9,0,,0
ZHO-04327,2023-10-18,Standard,20,2,11,1,1,1-10,Finance,United States,19,0,,0
ZHO-04328,2023-11-25,Professional,35,3,22,2,8,1-10,Finance,United States,18,0,,0
ZHO-04329,2022-01-30,Standard,20,1,6,0,4,1-10,Healthcare,Australia,40,1,10.0,0
ZHO-04330,2024-02-17,Enterprise,50,4,30,4,25,1-10,Finance,United States,15,0,,1
ZHO-04331,2023-03-20,Standard,20,1,7,0,3,1-10,Finance,India,26,0,,0
ZHO-04332,2022-10-25,Free,0,1,3,0,1,11-50,Technology,United Kingdom,31,1,6.0,0
ZHO-04333,2024-03-18,Standard,20,1,13,1,1,51-200,Finance,United States,14,0,,0
ZHO-04334,2024-04-24,Zoho One,105,19,29,3,15,1-10,Manufacturing,India,13,0,,0
ZHO-04335,2024-10-12,Standard,20,2,9,0,3,11-50,Healthcare,Germany,7,0,,0
ZHO-04336,2023-07-08,Professional,35,3,17,1,10,201-500,Consulting,India,23,1,9.0,0
ZHO-04337,2022-10-30,Standard,20,1,10,0,3,1-10,Healthcare,India,31,1,3.0,0
ZHO-04338,2023-02-25,Free,0,1,2,0,1,51-200,Manufacturing,India,27,1,6.0,0
ZHO-04339,2022-07-04,Professional,35,4,27,0,8,1-10,Real Estate,India,35,0,,1
ZHO-04340,2023-04-13,Enterprise,50,7,13,1,44,1-10,Manufacturing,United States,26,0,,1
ZHO-04341,2024-01-24,Professional,35,3,23,3,13,11-50,Manufacturing,United States,16,0,,1
ZHO-04342,2022-12-29,Enterprise,50,3,31,2,47,1-10,Education,United States,29,0,,1
ZHO-04343,2022-12-02,Standard,20,2,15,1,3,201-500,Retail,India,30,1,13.0,0
ZHO-04344,2022-06-11,Free,0,1,1,0,2,1-10,Education,India,36,1,14.0,0
ZHO-04345,2022-01-12,Zoho One,105,11,28,4,89,11-50,Consulting,United States,41,0,,0
ZHO-04346,2023-08-11,Standard,20,2,13,1,2,11-50,Technology,United States,22,1,12.0,0
ZHO-04347,2022-07-20,Professional,35,4,5,0,3,1-10,Technology,India,34,1,12.0,0
ZHO-04348,2023-06-06,Enterprise,50,6,10,0,44,51-200,Consulting,India,24,0,,1
ZHO-04349,2023-05-20,Standard,20,1,6,0,1,11-50,Real Estate,India,24,0,,0
ZHO-04350,2024-02-27,Enterprise,50,3,23,1,33,51-200,Healthcare,India,15,0,,1
ZHO-04351,2024-11-28,Free,0,1,5,1,2,51-200,Consulting,India,6,1,1.0,0
ZHO-04352,2022-03-01,Standard,20,2,8,1,1,11-50,Retail,United Kingdom,39,1,22.0,0
ZHO-04353,2023-08-01,Free,0,1,2,0,1,11-50,Education,India,22,1,11.0,0
ZHO-04354,2022-11-17,Enterprise,50,7,25,1,41,1-10,Real Estate,India,30,0,,1
ZHO-04355,2024-07-11,Standard,20,2,10,1,2,1-10,Real Estate,United States,10,1,4.0,0
ZHO-04356,2023-07-23,Enterprise,50,5,26,7,19,1-10,Retail,United States,22,0,,1
ZHO-04357,2023-06-11,Zoho One,105,17,41,4,88,500+,Healthcare,United States,24,0,,0
ZHO-04358,2023-06-08,Professional,35,3,4,2,6,11-50,Real Estate,India,24,0,,0
ZHO-04359,2023-09-05,Professional,35,3,10,1,12,1-10,Real Estate,Australia,21,0,,0
ZHO-04360,2022-05-05,Professional,35,4,23,0,7,1-10,Finance,United Kingdom,37,1,19.0,0
ZHO-04361,2024-05-20,Standard,20,2,9,0,1,1-10,Healthcare,United States,12,0,,0
ZHO-04362,2022-10-07,Professional,35,3,13,1,9,1-10,Real Estate,United States,32,0,,0
ZHO-04363,2024-07-05,Professional,35,4,22,4,14,11-50,Consulting,India,11,1,4.0,0
ZHO-04364,2023-09-14,Zoho One,105,13,25,3,59,1-10,Healthcare,Australia,20,0,,0
ZHO-04365,2024-04-25,Zoho One,105,12,37,0,17,1-10,Retail,United States,13,0,,0
ZHO-04366,2023-11-05,Enterprise,50,3,22,1,19,51-200,Technology,India,19,0,,1
ZHO-04367,2022-11-10,Enterprise,50,5,18,3,16,201-500,Finance,United States,31,0,,1
ZHO-04368,2022-11-28,Professional,35,4,16,1,7,11-50,Finance,Germany,30,0,,1
ZHO-04369,2022-02-05,Professional,35,3,14,1,14,51-200,Real Estate,United States,40,0,,0
ZHO-04370,2024-11-11,Enterprise,50,5,11,3,34,1-10,Technology,India,6,0,,1
ZHO-04371,2022-07-25,Standard,20,2,9,1,2,51-200,Retail,United States,34,0,,0
ZHO-04372,2023-10-01,Zoho One,105,18,25,2,30,1-10,Retail,India,20,0,,0
ZHO-04373,2024-04-27,Standard,20,1,9,0,4,51-200,Technology,United States,13,0,,0
ZHO-04374,2023-03-16,Professional,35,4,23,1,5,201-500,Education,United Kingdom,26,1,10.0,0
ZHO-04375,2023-12-30,Enterprise,50,7,21,4,14,51-200,Retail,Canada,17,0,,1
ZHO-04376,2024-07-29,Zoho One,105,15,26,3,66,51-200,Real Estate,United Kingdom,10,0,,0
ZHO-04377,2022-06-13,Standard,20,2,8,0,4,11-50,Technology,United States,36,0,,0
ZHO-04378,2022-05-28,Enterprise,50,4,15,5,18,1-10,Education,Australia,36,0,,1
ZHO-04379,2022-10-21,Professional,35,3,18,0,9,11-50,Healthcare,Germany,31,0,,0
ZHO-04380,2022-07-14,Standard,20,2,8,0,4,11-50,Finance,United States,35,1,19.0,0
ZHO-04381,2023-10-25,Enterprise,50,3,35,2,20,1-10,Technology,India,19,0,,1
ZHO-04382,2023-04-25,Professional,35,3,22,2,10,11-50,Real Estate,Germany,25,0,,1
ZHO-04383,2022-05-03,Professional,35,3,14,2,8,51-200,Retail,India,37,1,11.0,0
ZHO-04384,2023-11-30,Standard,20,2,11,1,4,1-10,Finance,India,18,0,,0
ZHO-04385,2024-08-22,Professional,35,2,12,1,12,11-50,Education,India,9,0,,0
ZHO-04386,2023-10-23,Professional,35,4,16,0,8,51-200,Real Estate,United States,19,0,,1
ZHO-04387,2023-12-11,Standard,20,2,7,0,2,1-10,Finance,Australia,17,1,7.0,0
ZHO-04388,2023-01-31,Standard,20,1,10,0,2,11-50,Real Estate,United States,28,1,2.0,0
ZHO-04389,2024-06-30,Zoho One,105,18,64,3,93,500+,Manufacturing,India,11,0,,0
ZHO-04390,2024-10-01,Professional,35,3,19,1,13,201-500,Technology,United States,8,1,4.0,0
ZHO-04391,2022-11-13,Enterprise,50,6,30,5,28,11-50,Healthcare,United Kingdom,31,0,,1
ZHO-04392,2023-11-12,Standard,20,2,11,1,4,11-50,Education,Canada,18,0,,0
ZHO-04393,2023-05-10,Standard,20,1,10,0,3,1-10,Real Estate,United States,25,0,,0
ZHO-04394,2023-07-10,Standard,20,1,4,1,3,1-10,Education,India,23,0,,0
ZHO-04395,2023-09-02,Standard,20,2,14,0,1,1-10,Education,United States,21,0,,0
ZHO-04396,2022-04-19,Professional,35,4,26,0,12,201-500,Finance,India,37,0,,1
ZHO-04397,2023-01-07,Professional,35,2,13,3,8,500+,Healthcare,India,29,0,,0
ZHO-04398,2024-05-04,Professional,35,2,12,3,11,51-200,Real Estate,Australia,13,1,5.0,0
ZHO-04399,2023-09-08,Free,0,1,4,0,1,11-50,Technology,United States,21,1,3.0,0
ZHO-04400,2024-02-07,Professional,35,3,18,1,14,1-10,Technology,United States,16,1,4.0,0
ZHO-04401,2022-07-25,Standard,20,2,8,0,4,11-50,Finance,United Kingdom,34,0,,0
ZHO-04402,2024-04-26,Free,0,1,1,0,2,11-50,Manufacturing,United States,13,1,6.0,0
ZHO-04403,2022-02-12,Zoho One,105,19,48,2,30,11-50,Real Estate,India,40,0,,0
ZHO-04404,2024-05-14,Professional,35,3,18,2,4,51-200,Technology,India,12,0,,0
ZHO-04405,2024-02-24,Professional,35,3,19,1,12,51-200,Consulting,India,15,0,,1
ZHO-04406,2023-04-21,Standard,20,1,9,3,4,51-200,Technology,Singapore,25,0,,0
ZHO-04407,2022-03-24,Zoho One,105,12,37,0,96,11-50,Healthcare,United Kingdom,38,0,,0
ZHO-04408,2022-07-09,Professional,35,2,20,4,8,51-200,Finance,United States,35,0,,0
ZHO-04409,2024-03-10,Enterprise,50,5,23,4,39,1-10,Finance,India,14,0,,1
ZHO-04410,2024-07-24,Standard,20,1,7,2,3,51-200,Education,India,10,1,3.0,0
ZHO-04411,2022-09-08,Zoho One,105,16,40,6,32,1-10,Technology,Canada,33,0,,0
ZHO-04412,2022-10-18,Enterprise,50,4,8,3,22,1-10,Retail,UAE,31,0,,1
ZHO-04413,2022-11-22,Enterprise,50,3,20,4,45,1-10,Manufacturing,India,30,1,10.0,0
ZHO-04414,2024-04-16,Standard,20,2,11,0,2,1-10,Healthcare,Germany,13,1,3.0,0
ZHO-04415,2023-05-23,Standard,20,1,9,1,2,500+,Healthcare,United States,24,1,12.0,0
ZHO-04416,2024-01-01,Standard,20,1,13,0,1,11-50,Consulting,India,17,1,4.0,0
ZHO-04417,2022-03-13,Standard,20,2,8,0,1,201-500,Real Estate,India,39,0,,0
ZHO-04418,2023-10-03,Enterprise,50,3,25,2,45,1-10,Manufacturing,Australia,20,0,,1
ZHO-04419,2024-07-28,Free,0,1,4,0,2,1-10,Manufacturing,United States,10,1,4.0,0
ZHO-04420,2023-08-31,Free,0,1,6,0,2,11-50,Retail,Canada,21,1,3.0,0
ZHO-04421,2023-07-20,Standard,20,2,9,1,2,11-50,Education,India,22,0,,0
ZHO-04422,2022-02-23,Standard,20,1,5,1,3,11-50,Retail,United Kingdom,39,1,1.0,0
ZHO-04423,2023-06-12,Standard,20,1,11,3,2,11-50,Manufacturing,India,24,0,,0
ZHO-04424,2023-09-03,Enterprise,50,5,37,1,48,51-200,Real Estate,India,21,0,,1
ZHO-04425,2022-07-12,Professional,35,2,13,1,4,11-50,Manufacturing,India,35,1,20.0,0
ZHO-04426,2022-02-27,Free,0,1,4,2,2,11-50,Retail,Australia,39,1,11.0,0
ZHO-04427,2022-05-09,Standard,20,2,12,0,2,11-50,Education,United Kingdom,37,0,,0
ZHO-04428,2023-12-07,Standard,20,1,11,0,4,51-200,Retail,India,18,1,10.0,0
ZHO-04429,2024-05-01,Free,0,1,3,0,2,51-200,Real Estate,United States,13,1,4.0,0
ZHO-04430,2022-01-08,Professional,35,3,11,0,5,11-50,Education,Australia,41,0,,0
ZHO-04431,2022-01-29,Enterprise,50,4,21,4,17,1-10,Consulting,India,40,0,,1
ZHO-04432,2024-08-04,Enterprise,50,4,25,3,26,11-50,Manufacturing,UAE,10,0,,1
ZHO-04433,2022-05-11,Enterprise,50,4,29,4,13,201-500,Manufacturing,Germany,37,0,,1
ZHO-04434,2022-07-07,Free,0,1,3,0,1,1-10,Manufacturing,United States,35,1,12.0,0
ZHO-04435,2023-12-10,Zoho One,105,13,36,3,98,51-200,Consulting,United States,17,0,,0
ZHO-04436,2022-07-31,Enterprise,50,4,26,1,28,11-50,Technology,United Kingdom,34,0,,1
ZHO-04437,2022-10-03,Zoho One,105,8,51,5,83,11-50,Education,India,32,0,,0
ZHO-04438,2022-08-31,Free,0,1,3,0,2,500+,Manufacturing,United States,33,1,10.0,0
ZHO-04439,2024-09-13,Zoho One,105,14,30,2,62,11-50,Finance,India,8,0,,0
ZHO-04440,2023-11-16,Enterprise,50,5,21,1,39,51-200,Real Estate,UAE,18,0,,1
ZHO-04441,2022-06-20,Enterprise,50,6,30,0,19,11-50,Finance,United Kingdom,35,0,,1
ZHO-04442,2023-10-15,Free,0,1,1,1,1,1-10,Retail,India,19,1,2.0,0
ZHO-04443,2022-07-07,Enterprise,50,7,6,4,33,51-200,Finance,United States,35,0,,1
ZHO-04444,2022-02-21,Zoho One,105,11,61,4,16,201-500,Education,India,39,0,,0
ZHO-04445,2022-04-21,Professional,35,2,17,1,11,51-200,Technology,Canada,37,1,1.0,0
ZHO-04446,2024-05-26,Professional,35,3,18,1,4,1-10,Education,India,12,0,,0
ZHO-04447,2024-12-02,Zoho One,105,12,25,2,24,11-50,Healthcare,United States,6,0,,0
ZHO-04448,2022-07-30,Standard,20,2,11,1,1,11-50,Consulting,India,34,0,,0
ZHO-04449,2024-05-07,Professional,35,2,16,1,5,11-50,Retail,United States,13,0,,0
ZHO-04450,2023-09-19,Professional,35,3,6,2,10,1-10,Manufacturing,India,20,1,7.0,0
ZHO-04451,2024-11-15,Zoho One,105,13,61,6,43,1-10,Technology,India,6,1,3.0,0
ZHO-04452,2022-10-26,Free,0,1,3,0,2,51-200,Retail,United States,31,1,6.0,0
ZHO-04453,2024-07-12,Professional,35,3,13,1,10,51-200,Healthcare,United States,10,0,,0
ZHO-04454,2022-05-17,Professional,35,3,13,0,13,51-200,Finance,Singapore,37,0,,0
ZHO-04455,2024-11-09,Enterprise,50,3,5,3,31,201-500,Healthcare,United Kingdom,6,0,,0
ZHO-04456,2023-03-16,Professional,35,3,18,1,7,11-50,Consulting,United States,26,0,,0
ZHO-04457,2022-07-30,Zoho One,105,18,47,3,62,201-500,Finance,Germany,34,0,,0
ZHO-04458,2024-01-22,Zoho One,105,19,41,2,77,51-200,Consulting,Canada,16,0,,0
ZHO-04459,2023-03-11,Free,0,1,5,0,1,500+,Retail,United States,27,0,,0
ZHO-04460,2024-02-19,Standard,20,1,4,0,1,1-10,Retail,United States,15,1,1.0,0
ZHO-04461,2023-03-15,Free,0,1,2,1,1,1-10,Manufacturing,UAE,26,1,3.0,0
ZHO-04462,2023-10-28,Standard,20,2,6,0,3,51-200,Manufacturing,United States,19,0,,0
ZHO-04463,2024-12-01,Professional,35,4,14,1,6,201-500,Retail,United Kingdom,6,1,3.0,0
ZHO-04464,2023-02-15,Zoho One,105,14,42,4,37,51-200,Manufacturing,India,27,0,,0
ZHO-04465,2024-03-16,Enterprise,50,3,24,6,31,51-200,Education,United Kingdom,14,0,,1
ZHO-04466,2023-09-02,Free,0,1,3,1,1,11-50,Technology,India,21,1,11.0,0
ZHO-04467,2023-03-03,Free,0,1,2,0,1,51-200,Education,India,27,1,15.0,0
ZHO-04468,2024-06-20,Professional,35,4,25,0,12,51-200,Real Estate,Canada,11,0,,1
ZHO-04469,2024-07-30,Professional,35,2,28,3,4,51-200,Real Estate,United Kingdom,10,1,5.0,0
ZHO-04470,2024-01-12,Standard,20,2,9,0,2,51-200,Healthcare,United States,16,0,,0
ZHO-04471,2022-11-24,Enterprise,50,5,16,3,26,1-10,Consulting,United States,30,0,,1
ZHO-04472,2022-02-21,Zoho One,105,12,61,8,50,51-200,Consulting,India,39,0,,0
ZHO-04473,2023-01-11,Standard,20,2,4,2,4,11-50,Real Estate,India,29,0,,0
ZHO-04474,2022-09-20,Enterprise,50,7,20,4,14,500+,Technology,India,32,0,,1
ZHO-04475,2022-09-24,Standard,20,1,6,1,3,11-50,Retail,India,32,0,,0
ZHO-04476,2022-12-25,Enterprise,50,5,13,4,18,11-50,Retail,United States,29,0,,1
ZHO-04477,2023-10-14,Professional,35,4,14,1,9,500+,Retail,Canada,19,0,,0
ZHO-04478,2022-02-15,Free,0,1,2,1,1,1-10,Finance,India,40,1,14.0,0
ZHO-04479,2023-08-23,Zoho One,105,8,39,3,40,1-10,Healthcare,India,21,0,,0
ZHO-04480,2023-12-21,Professional,35,2,15,2,6,51-200,Education,Germany,17,1,2.0,0
ZHO-04481,2023-08-24,Enterprise,50,3,16,1,32,11-50,Manufacturing,United Kingdom,21,0,,1
ZHO-04482,2023-01-16,Standard,20,1,7,0,4,11-50,Healthcare,India,28,1,4.0,0
ZHO-04483,2022-04-28,Free,0,1,3,1,1,201-500,Real Estate,India,37,1,3.0,0
ZHO-04484,2022-04-26,Free,0,1,4,0,1,11-50,Finance,United Kingdom,37,1,20.0,0
ZHO-04485,2022-09-17,Professional,35,2,14,0,12,1-10,Finance,United States,32,0,,0
ZHO-04486,2022-11-01,Professional,35,4,20,0,6,11-50,Consulting,United Kingdom,31,0,,1
ZHO-04487,2022-01-07,Standard,20,1,10,2,4,1-10,Consulting,United States,41,0,,0
ZHO-04488,2023-01-01,Professional,35,4,19,1,10,11-50,Healthcare,Singapore,29,0,,1
ZHO-04489,2023-06-07,Professional,35,2,22,2,14,1-10,Finance,United Kingdom,24,0,,1
ZHO-04490,2023-03-05,Enterprise,50,4,13,5,23,201-500,Manufacturing,India,27,0,,1
ZHO-04491,2024-03-01,Professional,35,3,12,3,11,11-50,Technology,India,15,0,,0
ZHO-04492,2024-01-17,Zoho One,105,8,63,2,75,1-10,Consulting,United States,16,0,,0
ZHO-04493,2023-01-02,Professional,35,3,14,1,14,11-50,Retail,India,29,0,,0
ZHO-04494,2022-11-09,Professional,35,2,1,3,5,11-50,Education,India,31,0,,0
ZHO-04495,2023-06-22,Standard,20,1,7,1,4,11-50,Consulting,India,23,0,,0
ZHO-04496,2024-07-09,Standard,20,2,9,0,4,11-50,Finance,United States,10,0,,0
ZHO-04497,2024-12-13,Free,0,1,1,0,2,201-500,Education,United States,5,1,1.0,0
ZHO-04498,2024-05-14,Professional,35,3,22,3,3,11-50,Retail,India,12,0,,0
ZHO-04499,2024-02-21,Standard,20,2,6,2,3,11-50,Manufacturing,United Kingdom,15,0,,0
ZHO-04500,2022-11-30,Standard,20,2,10,2,1,51-200,Healthcare,United States,30,1,16.0,0
ZHO-04501,2024-03-08,Enterprise,50,7,21,1,15,11-50,Real Estate,UAE,15,0,,1
